Plot Title: 4.1.4 Leone 1.12.2022,,,,,,
#,Date Time," GMT-08:00""	""Abs Pres", psi (LGR S/N: 20158653," SEN S/N: 20158653)""	""Temp", °F (LGR S/N: 20158653," SEN S/N: 20158653)""	Coupler Detached (LGR S/N: 20158653)	End Of File (LGR S/N: 20158653)"
550,1/18/2022 5:14,14.7097,78.8,,,
551,1/18/2022 5:29,14.7106,81.266,,,
552,1/18/2022 5:44,14.706,83.043,,,
553,1/18/2022 5:59,14.6999,87.004,,,
554,1/18/2022 6:14,14.6954,90.495,,,
555,1/18/2022 6:29,14.6917,87.915,,,
556,1/18/2022 6:44,14.6906,91.987,,,
557,1/18/2022 6:59,14.683,88.282,,,
558,1/18/2022 7:14,14.6832,85.014,,,
559,1/18/2022 7:29,14.6854,83.221,,,
560,1/18/2022 7:44,14.6901,79.853,,,
561,1/18/2022 7:59,14.6948,78.098,,,
562,1/18/2022 8:14,14.7029,77.225,,,
563,1/18/2022 8:29,14.7144,77.05,,,
564,1/18/2022 8:44,14.7144,77.05,,,
565,1/18/2022 8:59,14.7116,76.703,,,
566,1/18/2022 9:14,14.7044,76.528,,,
567,1/18/2022 9:29,14.6928,76.528,,,
568,1/18/2022 9:44,14.6881,76.528,,,
569,1/18/2022 9:59,14.681,76.354,,,
570,1/18/2022 10:14,14.6784,76.181,,,
571,1/18/2022 10:29,14.6849,75.832,,,
572,1/18/2022 10:44,14.6945,76.006,,,
573,1/18/2022 10:59,14.7032,77.4,,,
574,1/18/2022 11:14,14.7093,81.975,,,
575,1/18/2022 11:29,14.7094,85.554,,,
576,1/18/2022 11:44,14.7058,91.24,,,
577,1/18/2022 11:59,14.7048,92.174,,,
578,1/18/2022 12:14,14.7032,98.897,,,
579,1/18/2022 12:29,14.6974,102.697,,,
580,1/18/2022 12:44,14.6888,106.205,,,
581,1/18/2022 12:59,14.6796,92.363,,,
582,1/18/2022 13:14,14.683,91.612,,,
583,1/18/2022 13:29,14.6893,86.097,,,
584,1/18/2022 13:44,14.6975,81.975,,,
585,1/18/2022 13:59,14.7015,79.678,,,
586,1/18/2022 14:14,14.7097,78.8,,,
587,1/18/2022 14:29,14.7157,78.098,,,
588,1/18/2022 14:44,14.7226,78.098,,,
589,1/18/2022 14:59,14.7132,77.923,,,
590,1/18/2022 15:14,14.7012,77.574,,,
591,1/18/2022 15:29,14.687,77.4,,,
592,1/18/2022 15:44,14.6751,77.225,,,
593,1/18/2022 15:59,14.6726,77.05,,,
594,1/18/2022 16:14,14.6677,76.876,,,
595,1/18/2022 16:29,14.6717,76.354,,,
596,1/18/2022 16:44,14.6806,76.006,,,
597,1/18/2022 16:59,14.6871,77.574,,,
598,1/18/2022 17:14,14.6901,79.853,,,
599,1/18/2022 17:29,14.6888,82.33,,,
600,1/18/2022 17:44,14.6897,89.755,,,
601,1/18/2022 17:59,14.6893,100.483,,,
602,1/18/2022 18:14,14.6803,103.717,,,
603,1/18/2022 18:29,14.673,109.396,,,
604,1/18/2022 18:44,14.6723,104.54,,,
605,1/18/2022 18:59,14.6558,93.682,,,
606,1/18/2022 19:14,14.6527,88.282,,,
607,1/18/2022 19:29,14.6562,85.735,,,
608,1/18/2022 19:44,14.6658,82.508,,,
609,1/18/2022 19:59,14.6682,80.911,,,
610,1/18/2022 20:14,14.6743,80.206,,,
611,1/18/2022 20:29,14.6852,79.678,,,
612,1/18/2022 20:44,14.6916,79.151,,,
613,1/18/2022 20:59,14.6877,77.923,,,
614,1/18/2022 21:14,14.6807,77.923,,,
615,1/18/2022 21:29,14.669,77.923,,,
616,1/18/2022 21:44,14.6588,77.225,,,
617,1/18/2022 21:59,14.6584,76.876,,,
618,1/18/2022 22:14,14.6579,76.528,,,
619,1/18/2022 22:29,14.6649,76.528,,,
620,1/18/2022 22:44,14.6745,76.703,,,
621,1/18/2022 22:59,14.6874,77.749,,,
622,1/18/2022 23:14,14.6929,78.449,,,
623,1/18/2022 23:29,14.6874,79.502,,,
624,1/18/2022 23:44,14.6897,81.266,,,
625,1/18/2022 23:59,14.6855,79.853,,,
626,1/19/2022 0:14,14.6716,79.853,,,
627,1/19/2022 0:29,14.6694,81.797,,,
628,1/19/2022 0:44,14.6611,84.295,,,
629,1/19/2022 0:59,14.6593,82.864,,,
630,1/19/2022 1:14,14.6584,82.152,,,
631,1/19/2022 1:29,14.6613,80.911,,,
632,1/19/2022 1:44,14.6704,77.225,,,
633,1/19/2022 1:59,14.6796,77.05,,,
634,1/19/2022 2:14,14.6852,76.006,,,
635,1/19/2022 2:29,14.6894,75.659,,,
636,1/19/2022 2:44,14.6958,73.407,,,
637,1/19/2022 2:59,14.6939,73.753,,,
638,1/19/2022 3:14,14.6832,74.446,,,
639,1/19/2022 3:29,14.672,74.791,,,
640,1/19/2022 3:44,14.6627,74.791,,,
641,1/19/2022 3:59,14.6601,74.619,,,
642,1/19/2022 4:14,14.6646,74.446,,,
643,1/19/2022 4:29,14.6693,74.446,,,
644,1/19/2022 4:44,14.6783,74.271,,,
645,1/19/2022 4:59,14.6883,74.791,,,
646,1/19/2022 5:14,14.6909,76.876,,,
647,1/19/2022 5:29,14.6886,80.382,,,
648,1/19/2022 5:44,14.6849,84.654,,,
